

--- 2014-06-06T14:47:33-05:00 --- course_completions ---
2348,43,476,,,1400621650,0,,0


--- 2014-06-06T14:47:33-05:00 --- event ---
225,"Enrollment expires","Please complete the course before this date.",1,476,0,43,0,,1193,enrolmentexpires,0,0,1,,1,1400621702


--- 2014-06-06T14:47:33-05:00 --- scorm_scoes_track ---
64702,43,417,1523,1,cmi.completion_status,completed,1401811092
64703,43,417,1523,1,cmi.exit,suspend,1401810272
64709,43,417,1523,1,cmi.score.max,100,1401810272
64708,43,417,1523,1,cmi.score.min,0,1401810272
64707,43,417,1523,1,cmi.score.raw,0,1401810272
64706,43,417,1523,1,cmi.score.scaled,0,1401810272
64704,43,417,1523,1,cmi.session_time,PT2M35.58S,1401811092
64711,43,417,1523,1,cmi.success_status,passed,1401811092
64705,43,417,1523,1,cmi.suspend_data,211e5070809040a060IH1001611z0101101111012110131101411015110161100000,1401811092
64710,43,417,1523,1,cmi.total_time,PT7M11.38S,1401811092
64701,43,417,1523,1,x.start.time,1401809996,1401809996
64713,43,418,1525,1,cmi.completion_status,completed,1401812675
64714,43,418,1525,1,cmi.exit,suspend,1401812001
64720,43,418,1525,1,cmi.score.max,100,1401812001
64719,43,418,1525,1,cmi.score.min,0,1401812001
64718,43,418,1525,1,cmi.score.raw,0,1401812001
64717,43,418,1525,1,cmi.score.scaled,0,1401812001
64715,43,418,1525,1,cmi.session_time,PT5.59S,1401812675
64722,43,418,1525,1,cmi.success_status,passed,1401812675
